State,Stream_ID,Site_ID,Site_Name,Pier_ID,Date,Time,US/DS,Pier_Type,Pier_Shape,Effective_Pier_Width,Skew_To_Flow,Approach_Velocity,Approach_Depth,Sediment_Transport,Bed_Material_Type,D16,D50,D84,D95,Sigma_Bed_Material,Debris_Effects,Scour_Depth,Accuracy
DE,Assawoman Bay,16,"Assawoman Bay at S.R. 54 near Fenwick Island, DE",F,6/8/1992,10:30,Upstream,Group,Cylindrical,2.5,0,1.6,24.8,Unknown,Unknown,0.06,0.18,0.37,0.65,2.03,Unknown,4,1
DE,Assawoman Bay,16,"Assawoman Bay at S.R. 54 near Fenwick Island, DE",F,6/8/1992,9:00,Upstream,Group,Cylindrical,2.5,0,1.7,25,Unknown,Unknown,0.06,0.18,0.37,0.65,2.03,Unknown,4,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,6/10/1992,10:30,Upstream,Group,Square,1.25,0,1.6,13.9,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.7,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,11/15/1990,13:30,Upstream,Group,Square,1.25,0,2.2,17.3,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.8,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,12/2/1990,13:00,Upstream,Group,Square,1.25,0,1.3,15.7,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,1,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,6/10/1992,9:30,Upstream,Group,Square,1.25,0,1.7,15,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.6,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,6/10/1992,11:30,Upstream,Group,Square,1.25,0,1.5,12.3,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.5,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C3,11/15/1990,13:30,Upstream,Group,Square,1.25,0,1.7,13.2,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.3,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C3,6/10/1992,10:30,Upstream,Group,Square,1.25,0,1.7,16.2,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.9,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,12/2/1990,14:00,Upstream,Group,Square,1.25,0,2.2,13.9,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.8,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,11/28/1988,16:00,Upstream,Group,Square,1.25,0,1.8,15.4,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.5,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,10/7/1991,13:00,Upstream,Group,Square,1.25,0,1.6,15.2,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,0.5,1
DE,Leipsic River,15,"Leipsic River at S.R. 9 at Leipsic, DE",C2,12/4/1990,15:00,Upstream,Group,Square,1.25,0,1.4,15.5,Unknown,Unknown,0.055,0.4,1.4,8,5.05,Unknown,1,1
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",11,2/12/1990,17:05,Upstream,Group,Square,4,0,1.7,18.1,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,6.6,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",12,2/12/1990,14:45,Upstream,Group,Square,4,0,2.3,20.9,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,4.7,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",13,2/12/1990,14:45,Upstream,Group,Square,6,0,2.2,24.8,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,4.8,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",13,2/12/1990,17:05,Upstream,Group,Square,6,0,2.2,23.1,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,5.2,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",13,2/12/1990,13:00,Upstream,Group,Square,6,0,1.7,26.4,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,3.9,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",12,2/12/1990,17:05,Upstream,Group,Square,4,0,2.3,20.2,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,5.5,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",12,2/12/1990,13:00,Upstream,Group,Square,4,0,1.8,23.2,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,4,0.3
GA,South Altamaha River,17,"South Altamaha River at I-95 near Brunswick, GA",11,2/12/1990,14:45,Upstream,Group,Square,4,0,1.9,18.7,Live-bed,Non-cohesive,0.55,1,2.45,4.1,2.1,Insignificant,7,0.3
IL,Mississippi River,57,"Mississippi River at S.R. 51/150 at Chester, Ill.",11,9/13/1993,,Upstream,Single,Square,15.4,4,6,54.8,Live-bed,Non-cohesive,0.3,0.6,1.3,4.2,2.08,Insignificant,21.4,2
IL,Mississippi River,57,"Mississippi River at S.R. 51/150 at Chester, Ill.",11,8/12/1993,,Upstream,Single,Square,13.5,4,6.6,73.4,Live-bed,Non-cohesive,0.3,0.6,1.3,4.2,2.08,Insignificant,20.4,2
IL,Mississippi River,57,"Mississippi River at S.R. 51/150 at Chester, Ill.",11,8/3/1993,,Upstream,Single,Square,13,11,8,73.9,Live-bed,Non-cohesive,0.3,0.6,1.3,4.2,2.08,Insignificant,23.3,2
IN,Eel River,18,"Eel River at S.R. 59 near Clay City, IN",2,11/13/1992,10:30,Upstream,Single,Round,3,0,2.5,19.5,Live-bed,Non-cohesive,0.25,0.5,2.25,8,3,Unknown,3.4,0.5
IN,Eel River,18,"Eel River at S.R. 59 near Clay City, IN",1,11/13/1992,12:30,Downstream,Single,Round,3,0,1,16.8,Live-bed,Non-cohesive,0.25,0.5,2.25,8,3,Unknown,1.4,0.5
IN,Wabash River,19,"Wabash River at S.R. 163 at Clinton, IN",8,1/3/1991,11:45,Downstream,Single,Round,3,5,5.2,30.9,Live-bed,Non-cohesive,0.24,0.34,0.34,0.55,1.38,Unknown,1.5,0.5
IN,Wabash River,19,"Wabash River at S.R. 163 at Clinton, IN",8,1/3/1991,11:00,Upstream,Single,Round,3,5,5.2,30.9,Live-bed,Non-cohesive,0.24,0.34,0.34,0.55,1.38,Unknown,2.3,0.5
IN,White River,20,"White River at S.R. 157 at Worthington, IN",2,1/4/1991,12:00,Upstream,Single,Round,3,5,3.3,10.4,Live-bed,Non-cohesive,0.24,0.9,4.2,7,4.2,Unknown,1.3,0.5
IN,White River,20,"White River at S.R. 157 at Worthington, IN",4,1/3/1991,12:30,Upstream,Single,Round,2,10,5.4,21.5,Live-bed,Non-cohesive,0.24,0.9,4.2,7,4.2,Unknown,3.5,0.5
IN,White River,20,"White River at S.R. 157 at Worthington, IN",4,1/4/1991,12:00,Upstream,Single,Round,2,10,6.1,20.2,Live-bed,Non-cohesive,0.24,0.9,4.2,7,4.2,Unknown,4.1,0.5
IN,White River,20,"White River at S.R. 157 at Worthington, IN",2,1/4/1991,13:00,Downstream,Single,Round,3,5,3.3,10.4,Live-bed,Non-cohesive,0.24,0.9,4.2,7,4.2,Unknown,0.8,0.5
IN,White River,20,"White River at S.R. 157 at Worthington, IN",2,1/3/1991,12:30,Upstream,Single,Round,3,5,3.6,11.3,Live-bed,Non-cohesive,0.24,0.9,4.2,7,4.2,Unknown,1.2,0.5
IN,White River,20,"White River at S.R. 157 at Worthington, IN",3,1/3/1991,12:30,Upstream,Single,Round,3,0,4.2,16.7,Live-bed,Non-cohesive,0.24,0.9,4.2,7,4.2,Unknown,2.2,0.5
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",4,5/19/1990,15:30,Downstream,Single,Sharp,14,0,8.4,40.2,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,3,1
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",5,5/19/1990,15:30,Downstream,Single,Sharp,14,0,10.4,41.4,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,17,2
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",5,5/22/1990,13:35,Upstream,Single,Sharp,14,0,9.5,32.1,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,25.1,1
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",5,5/22/1990,14:45,Downstream,Single,Sharp,14,0,9.5,32.1,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,18.5,1
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",4,5/22/1990,13:35,Upstream,Single,Sharp,14,0,6.9,30.9,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,11.4,1
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",5,5/19/1990,14:20,Upstream,Single,Sharp,14,0,10.4,39.2,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,22.9,2
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",4,5/22/1990,14:45,Downstream,Single,Sharp,14,0,6.9,30.8,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,3.7,1
LA,Red River,21,"Red River at S.R. 3032 near Shreveport, LA, E.B.",4,5/19/1990,14:20,Upstream,Single,Sharp,14,0,8.4,38,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,12.2,2
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",5,5/19/1990,12:55,Downstream,Single,Round,14,0,10.4,38.3,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,16.9,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",5,5/17/1990,15:10,Downstream,Single,Round,14,0,9.8,38.5,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,15.6,2
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",4,5/19/1990,10:25,Upstream,Single,Round,14,0,8.4,35.5,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,10.8,2
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",5,5/22/1990,8:55,Downstream,Single,Round,14,0,9.5,31.6,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,18.5,2
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",4,5/17/1990,15:10,Downstream,Single,Round,14,0,8.2,38.5,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,12.9,2
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",5,5/17/1990,13:30,Upstream,Single,Round,14,0,9.8,39.5,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,14.9,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",5,5/19/1990,10:25,Upstream,Single,Round,14,0,10.4,36.7,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,18.1,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",5,5/22/1990,10:30,Upstream,Single,Round,14,0,9.5,31.8,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,12.3,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",4,5/22/1990,10:30,Upstream,Single,Round,14,0,6.9,30.6,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,12.6,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",4,5/19/1990,12:55,Downstream,Single,Round,14,0,8.4,37,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,6.8,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",4,5/22/1990,8:55,Downstream,Single,Round,14,0,6.9,30.4,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,13.7,1
LA,Red River,22,"Red River at S.R. 3032 near Shreveport, LA, W.B.",4,5/17/1990,13:30,Upstream,Single,Round,14,0,8.2,38.3,Live-bed,Non-cohesive,0.2,0.3,0.4,0.5,1.4,Insignificant,14.4,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",1,9/25/1975,19:00,Upstream,Single,Round,4,0,4.3,10.2,Unknown,Unknown,13,22,76,160,2.4,Unknown,1.4,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",2,6/23/1972,17:30,Upstream,Single,Round,4,0,3.7,8,Unknown,Unknown,13,22,76,160,2.4,Unknown,2.4,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",2,10/23/1990,20:00,Upstream,Single,Round,4,0,5.3,10.1,Unknown,Unknown,13,22,76,160,2.4,Unknown,1.7,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",2,5/29/1990,20:30,Upstream,Single,Round,4,0,3.3,6.3,Unknown,Unknown,13,22,76,160,2.4,Unknown,1,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",2,10/23/1990,15:30,Upstream,Single,Round,4,0,5.4,6.6,Unknown,Unknown,13,22,76,160,2.4,Unknown,1.2,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",2,9/25/1975,19:00,Upstream,Single,Round,4,0,5.2,8,Unknown,Unknown,13,22,76,160,2.4,Unknown,1.8,1
MD,Big Pipe Creek,24,"Big Pipe Creek at S.R. 194 at Bruceville, MD",1,6/23/1972,17:30,Upstream,Single,Round,4,0,2.6,11.6,Unknown,Unknown,13,22,76,160,2.4,Unknown,1.2,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",RT,7/28/1991,10:30,Upstream,Single,Square,4,0,1,4.8,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,2.2,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",LEFT,7/28/1991,10:30,Upstream,Single,Square,4,0,2.5,7.3,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,4.3,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",LEFT,3/25/1989,14:00,Upstream,Single,Square,4,0,2.5,10.1,Unknown,Non-cohesive,0.18,0.38,0.94,2.6,2.29,Unknown,5.4,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",LEFT,2/23/1989,11:00,Upstream,Single,Square,4,0,2.2,6.2,Unknown,Non-cohesive,0.18,0.38,0.94,2.6,2.29,Unknown,4,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",RT,2/23/1989,14:00,Upstream,Single,Square,4,0,1.9,7,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,2.3,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",CNTR,2/23/1989,11:00,Upstream,Single,Square,4,0,0.3,3.6,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,2.2,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",RT,2/23/1989,11:00,Upstream,Single,Square,4,0,0.9,3.7,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,1.6,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",CNTR,3/25/1989,14:00,Upstream,Single,Square,4,0,1.4,7.1,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,2.4,1
MD,Choptank River,25,"Choptank River at S.R. 287 near Goldsboro, MD",CNTR,7/28/1991,10:30,Upstream,Single,Square,4,0,0.7,4.9,Unknown,Unknown,0.18,0.38,0.94,2.6,2.29,Unknown,2,1
MD,Youghiogheny,23,"Youghiogheny River at S.R.42 at Friendsville, MD",RT,7/13/1990,13:00,Upstream,Single,Sharp,5,0,8.6,9.9,Unknown,Unknown,68,108,233,350,1.8,Unknown,2.7,1
MD,Youghiogheny,23,"Youghiogheny River at S.R.42 at Friendsville, MD",LEFT,4/1/1993,9:30,Upstream,Single,Sharp,5,0,6.9,6.8,Unknown,Unknown,68,108,233,350,1.8,Unknown,1.4,1
MD,Youghiogheny,23,"Youghiogheny River at S.R.42 at Friendsville, MD",RT,4/1/1993,9:30,Upstream,Single,Sharp,5,0,6.2,8,Unknown,Unknown,68,108,233,350,1.8,Unknown,1.7,1
MD,Youghiogheny,23,"Youghiogheny River at S.R.42 at Friendsville, MD",LEFT,7/13/1990,13:00,Upstream,Single,Sharp,5,0,7.7,7.9,Unknown,Unknown,68,108,233,350,1.8,Unknown,1.1,1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,4/28/1969,12:15,Upstream,Single,Square,12,0,3.8,26,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,1.3,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,4/28/1969,12:15,Upstream,Single,Square,18.1,0,3.8,28.6,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,10.3,0.2
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,4/23/1969,11:37,Upstream,Single,Square,17.7,0,4.6,31.3,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,13.8,0.5
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,4/15/1969,12:40,Upstream,Single,Square,17.3,0,5.2,38.6,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,15,0.5
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,4/9/1969,11:52,Upstream,Single,Square,14.9,0,3.9,27.8,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,2.7,0.2
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,4/3/1969,11:57,Upstream,Single,Square,15.9,0,2.5,21.2,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,2.8,0.2
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,4/23/1969,11:37,Upstream,Single,Square,12,0,4.6,32,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,2.6,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,3/28/1969,14:30,Upstream,Single,Square,16.4,0,2.2,19.5,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,3,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,4/15/1969,12:40,Upstream,Single,Square,10.3,0,5.2,32.1,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,2.2,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,4/9/1969,11:52,Upstream,Single,Square,10.9,0,3.9,22,Live-bed,Non-cohesive,0.2,0.48,6.7,1.1,1.8,Insignificant,2.9,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",9,6/4/1969,13:55,Upstream,Single,Square,16.8,0,1.5,18.8,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Unknown,2.2,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,4/3/1969,11:57,Upstream,Single,Square,10.8,0,2.5,15.7,Live-bed,Non-cohesive,0.2,0.48,6.7,1.1,1.8,Insignificant,1.4,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,6/4/1969,13:35,Upstream,Single,Square,13.4,0,1.5,15.5,Live-bed,Non-cohesive,0.2,0.48,0.67,1.1,1.8,Insignificant,1.6,0.1
MN,Mississippi River,58,"Mississippi River at S.R. 3 at St. Paul, MN",10,3/28/1969,14:30,Upstream,Single,Square,10.9,0,2.2,14,Live-bed,Non-cohesive,0.2,0.48,6.7,1.1,1.8,Insignificant,1.7,0.1
MO,Chariton River,80,"Chariton River near Prairie Hill, MO",2,5/24/1995,,Upstream,Single,Round,7.23,0,6.8,18.2,Live-bed,Unknown,,,,,,Substantial,12.8,0.5
MO,Chariton River,80,"Chariton River near Prairie Hill, MO",2,7/8/1993,,Upstream,Single,Round,14.34,0,8,17.1,Live-bed,Unknown,,,,,,Substantial,21.1,0.5
MO,Chariton River,80,"Chariton River near Prairie Hill, MO",2,3/29/1960,,Upstream,Single,Round,9.58,0,7.2,15.4,Live-bed,Non-Cohesive,,,,,,Substantial,15.3,0.5
MO,Chariton River,80,"Chariton River near Prairie Hill, MO",2,5/8/1978,,Upstream,Single,Round,13.36,0,7,18,Live-bed,Unknown,,,,,,Substantial,19.2,0.5
MO,Chariton River,80,"Chariton River near Prairie Hill, MO",2,4/22/1973,,Upstream,Single,Round,13.28,0,5.3,19.1,Live-bed,Non-Cohesive,,,,,,Substantial,17.1,0.5
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",8,9/16/1993,,Upstream,Single,Square,9.3,0,3.5,36.2,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,14,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",9,7/14/1993,,Upstream,Single,Square,9.6,0,,43.5,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,13,3
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",9,8/17/1993,,Upstream,Single,Square,9.6,0,4.5,42.3,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,12,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",9,7/19/1993,,Upstream,Single,Square,9.6,0,6.4,50.4,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,12.3,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",8,7/17/1993,,Upstream,Single,Square,9.3,0,6.3,47,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,14,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",9,9/16/1993,,Upstream,Single,Square,9.6,0,4,36.2,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,12,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",8,7/19/1993,,Upstream,Single,Square,9.3,0,6.6,49.4,Live-bed,Unknown,0.28,0.7,2.1,4.6,2.7,Insignificant,12.6,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",8,7/14/1993,,Upstream,Single,Square,9.3,0,,41.5,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,12,3
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",8,8/17/1993,,Upstream,Single,Square,9.3,0,4,42.3,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,12.5,2
MO,Mississippi River,75,"Mississippi River at I-255 (Jefferson Barracks Bridge) near St. Louis, MO",9,7/17/1993,,Upstream,Single,Square,9.6,0,7.4,48,Live-bed,Non-cohesive,0.28,0.7,2.1,4.6,2.7,Insignificant,13,2
MO,Mississippi River,76,"Mississippi River at Martin Luther King Memorial Bridge (S.R. 799)  at St. Louis, MO",10,7/15/1993,,Upstream,Single,Sharp,17.9,0,8.6,65.7,Live-bed,Non-cohesive,0.55,0.96,2.5,4.03,2.1,Insignificant,13.5,2
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",4,12/21/1972,6:00,Upstream,Single,Cylindrical,8,0,7,12.9,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Unknown,2.9,0.5
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",4,4/25/1973,5:30,Upstream,Single,Cylindrical,8,0,6.1,8.7,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Unknown,2.9,0.5
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",3,8/27/1992,10:10,Downstream,Single,Cylindrical,8,0,6.2,8.5,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Substantial,3.2,1
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",4,1/25/1990,9:00,Upstream,Single,Cylindrical,8,0,6.9,9.5,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Insignificant,3.9,1
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",5,1/25/1990,9:00,Upstream,Single,Cylindrical,8,0,5.7,10,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Insignificant,4.7,1
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",5,8/27/1992,10:55,Upstream,Single,Cylindrical,8,0,6.6,10.2,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Insignificant,4.5,1
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",4,8/27/1992,11:10,Upstream,Single,Cylindrical,8,0,7.4,8.7,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Insignificant,6.4,1
MS,Homochitto River,28,"Homochitto River at U.S. 84 at Eddiceton, MS",3,1/25/1990,9:00,Upstream,Single,Cylindrical,8,0,6.2,10,Live-bed,Non-cohesive,0.49,7.51,23.2,27,6.9,Insignificant,4.1,1
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",16L,2/25/1991,14:30,Upstream,Group,Square,2.66,16,4,29,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Insignificant,1.4,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",12L,5/1/1991,10:00,Downstream,Group,Square,1.33,23,2.8,16.7,Clear-water,Cohesive,,,,,,Insignificant,2.5,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",14L,2/25/1991,14:30,Upstream,Group,Square,1.33,18,3.1,24.1,Clear-water,Cohesive,,,,,,Insignificant,0,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",14L,5/1/1991,10:00,Upstream,Group,Square,1.33,16,4.2,21,Clear-water,Cohesive,,,,,,Insignificant,0,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",16L,5/1/1991,10:00,Upstream,Group,Square,2.66,8,4.7,26.9,Live-bed,Non-cohesive,0.36,0.54,1.2,2.9,1.8,Moderate,1.4,0.5
MS,Pearl River,26,"Pearl River at westbound S.R. 25 at Jackson, MS",12L,2/25/1991,14:30,Upstream,Group,Square,1.33,28,2.5,9.6,Clear-water,Cohesive,,,,,,Insignificant,2,0.5
